Virus,Human_P,Human_G,Human_length,Weight,virus_protein_source,interaction_source
P0DTC6,Q9NXS2,QPCTL,382,44.25,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9NZ01,TECR,308,51.83,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9NZB2,F120A,1118,70.48,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9P015,RM15,296,51.01,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9P035,HACD3,362,59.86,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9UKM9,RALY,306,40.14,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9UL15,BAG5,447,51.08,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9UN86,G3BP2,482,42.52,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9UNE7,CHIP,303,47.61,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9UNM6,PSD13,376,70.84,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y224,RTRAF,244,58.42,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y262,EIF3L,564,44.4,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y265,RUVB1,456,46.34,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y2Q9,RT28,187,55.06,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y2R9,RT07,242,50.19,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y2X3,NOP58,529,107.34,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y383,LC7L2,392,72.4,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y399,RT02,296,53.24,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y3D9,RT23,190,62.4,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y3U8,RL36,105,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y3Z3,SAMH1,626,43.4,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y4R8,TELO2,837,47.34,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y5V3,MAGD1,778,71.86,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y676,RT18B,258,51.93,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y678,COPG1,874,41.27,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y6M1,IF2B2,599,40.38,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9Y6N5,SQOR,450,52.41,khorsand-ncbi-gordon,khorsand
P0DTC6,Q9NZJ7,MTCH1,389,77.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC6,P78406,RAE1L,368,104.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC6,P52948,NUP98,1817,108.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC6,P15924,DESP,2871,56.25,khorsand-ncbi-gordon,khorsand
P0DTC6,Q5T9A4,ATD3B,648,53.25,khorsand-ncbi-gordon,khorsand
P0DTC6,O75592,MYCB2,4678,119.25,khorsand-ncbi-gordon,khorsand
P0DTC6,Q13561,DCTN2,401,61.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O15027,SC16A,2357,40.39,khorsand-ncbi-gordon,khorsand
P0DTC7,O95071,UBR5,2799,45.29,khorsand-ncbi-gordon,khorsand
P0DTC7,O95816,BAG2,211,41.13,khorsand-ncbi-gordon,khorsand
P0DTC7,P53007,TXTP,311,40.95,khorsand-ncbi-gordon,khorsand
P0DTC7,Q5H9R7,PP6R3,873,40.78,khorsand-ncbi-gordon,khorsand
P0DTC7,Q6P3X3,TTC27,843,40.39,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9BXW9,FACD2,1451,40.39,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9H936,GHC1,323,40.56,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9NVI1,FANCI,1328,40.78,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9P035,HACD3,362,40.34,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9NU22,MDN1,5596,109.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC7,Q7Z4Q2,HEAT3,680,87.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC7,P30153,2AAA,589,75.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P06576,ATPB,529,119.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P40939,ECHA,763,59.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8IXB1,DJC10,793,67.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9UHI6,DDX20,824,101.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q96EY1,DNJA3,480,64.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P50402,EMD,254,116.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O43852,CALU,315,114.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P62195,PRS8,406,96.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P30876,RPB2,1174,58.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q99615,DNJC7,494,104.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P55786,PSA,919,52.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P57678,GEMI4,1058,86.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q00325,MPCP,362,59.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O75746,CMC1,678,88.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P34932,HSP74,840,64.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q15008,PSMD6,389,104.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9UNM6,PSD13,376,59.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O60884,DNJA2,412,109.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P62191,PRS4,440,88.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P05023,AT1A1,1023,106.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P51665,PSMD7,324,77.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P53618,COPB,953,114.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9NZ01,TECR,308,104.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P35998,PRS7,433,99.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q13200,PSMD2,908,99.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P53621,COPA,1224,68.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P16615,AT2A2,1042,97.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q99460,PSMD1,953,56.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O43592,XPOT,962,67.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9NXS2,QPCTL,382,67.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P46379,BAG6,1132,74.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q16891,MIC60,758,119.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O95347,SMC2,1197,92.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P35606,COPB2,906,55.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9UBF2,COPG2,871,106.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O14980,XPO1,1071,115.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q96CS3,FAF2,445,55.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q13315,ATM,3056,65.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9H0H0,INT2,1204,83.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q6P9B9,INT5,1019,107.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9Y6D6,BIG1,1849,83.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9Y617,SERC,370,55.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9UI26,IPO11,975,73.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9UI09,NDUAC,145,59.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9HD20,AT131,1204,104.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9HAV4,XPO5,1204,65.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9H9P8,L2HDH,463,76.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9H7D0,DOCK5,1870,110.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9H6E5,STPAP,874,57.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9H0V1,TM168,697,113.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q9BSE5,SPEB,352,105.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q96JJ3,ELMO2,720,108.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q96JB2,COG3,828,67.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q96HW7,INT4,963,65.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q96CB8,INT12,462,52.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8WTW3,COG1,980,97.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8TB37,NUBPL,319,71.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8NCM8,DYHC2,4307,70.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8N9R8,SCAI,606,110.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8N201,INT1,2190,114.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8N1F8,S11IP,1088,111.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q8N1F7,NUP93,819,113.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q86XI2,CNDG2,1143,62.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q86UT6,NLRX1,975,96.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q75QN2,INT8,995,54.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q70CQ2,UBP34,3546,86.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q6YHU6,THADA,1953,120.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q63HN8,RN213,5207,119.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q5UIP0,RIF1,2472,64.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q5SRE5,NU188,1749,103.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q53R41,FAKD1,847,68.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q29RF7,PDS5A,1337,101.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q15386,UBE3C,1083,91.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q14746,COG2,738,52.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q13535,ATR,2644,86.25,khorsand-ncbi-gordon,khorsand
P0DTC7,Q01813,PFKAP,784,91.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P83436,COG7,770,117.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P42695,CNDD3,1498,105.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P21359,NF1,2839,105.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P11498,PYC,1178,102.25,khorsand-ncbi-gordon,khorsand
P0DTC7,P04181,OAT,439,89.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O95759,TBCD8,1140,63.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O94822,LTN1,1766,104.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O75063,XYLK,409,109.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O60518,RNBP6,1105,76.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O43156,TTI1,1089,55.25,khorsand-ncbi-gordon,khorsand
P0DTC7,O14981,BTAF1,1849,102.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O43852,CALU,315,42.35,khorsand-ncbi-gordon,khorsand
P0DTC8,Q14152,EIF3A,1382,41.58,khorsand-ncbi-gordon,khorsand
P0DTC8,Q15008,PSMD6,389,40.21,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9P035,HACD3,362,43.01,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9UNM6,PSD13,376,42.35,khorsand-ncbi-gordon,khorsand
P0DTC8,P04439,HLAA,365,100.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q96IV0,NGLY1,654,70.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q8N0Z8,PUSL1,303,106.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q96AY3,FKB10,582,60.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q13443,ADAM9,819,68.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9Y680,FKBP7,222,104.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9Y4L1,HYOU1,999,118.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9UHI8,ATS1,967,85.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9P2E5,CHPF2,772,104.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9NYU1,UGGG2,1516,103.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9NXK8,FXL12,326,93.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9H8W4,PKHF2,249,110.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9H4F8,SMOC1,434,69.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9H488,OFUT1,388,98.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9H173,SIL1,461,104.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9BZQ6,EDEM3,932,112.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9BS26,ERP44,406,54.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q9BRN9,TM2D3,247,112.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q99988,GDF15,308,79.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q99519,NEUR1,415,83.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q99470,SDF2,211,91.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q96MM7,H6ST2,605,59.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q96F46,I17RA,866,78.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q96DZ1,ERLEC,483,80.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q92820,GGH,318,74.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q8N766,EMC1,993,73.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q8IZ52,CHSS2,775,52.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q8IWF2,FXRD2,684,93.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q8IV08,PLD3,490,65.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q86YB8,ERO1B,467,69.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q7Z4H8,PLGT3,507,53.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q6UW63,PLGT2,502,109.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q15818,NPTX1,432,108.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q13438,OS9,667,75.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,Q08431,MFGM,387,51.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P61916,NPC2,151,112.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P58166,INHBE,350,107.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P29122,PCSK6,969,65.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P28300,LYOX,417,65.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P26358,DNMT1,1616,75.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P15151,PVR,417,108.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P12109,CO6A1,1028,64.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P0C7P0,CISD3,127,105.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P05556,ITB1,798,102.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P00750,TPA,562,117.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,O76061,STC2,302,52.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,O14656,TOR1A,332,96.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,O00469,PLOD2,737,93.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC8,P50402,EMD,254,113.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9UHI6,DDX20,824,69.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P06576,ATPB,529,100.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P62195,PRS8,406,96.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P25705,ATPA,553,58.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P40939,ECHA,763,76.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q5JWF2,GNAS1,1037,100.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O14818,PSA7,248,70.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P55786,PSA,919,75.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P57678,GEMI4,1058,79.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q12789,TF3C1,2109,94.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9H936,GHC1,323,103.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P31689,DNJA1,397,96.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q00325,MPCP,362,69.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O15027,SC16A,2357,56.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P30876,RPB2,1174,114.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q7KZF4,SND1,910,61.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9NVI7,ATD3A,634,113.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O60884,DNJA2,412,114.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q13200,PSMD2,908,56.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P05023,AT1A1,1023,88.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O95071,UBR5,2799,70.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P35998,PRS7,433,100.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O43592,XPOT,962,54.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q02978,M2OM,314,65.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9NZ01,TECR,308,87.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P53618,COPB,953,96.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q99460,PSMD1,953,89.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O75746,CMC1,678,93.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P16615,AT2A2,1042,110.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P53621,COPA,1224,111.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q16891,MIC60,758,56.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O95347,SMC2,1197,65.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O14980,XPO1,1071,97.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9UBF2,COPG2,871,111.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P46379,BAG6,1132,86.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q16706,MA2A1,1144,78.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P01031,CO5,1676,56.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q9UHF1,EGFL7,273,112.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q96NU0,CNT3B,1288,96.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q92187,SIA8D,359,69.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q8NE01,CNNM3,707,77.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q6NUS6,TECT3,607,100.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q15582,BGH3,683,70.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q14766,LTBP1,1721,110.25,khorsand-ncbi-gordon,khorsand
P0DTC8,Q13232,NDK3,169,104.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P61812,TGFB2,414,113.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P42830,CXCL5,114,67.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P30990,NEUT,170,57.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P30101,PDIA3,505,62.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P26006,ITA3,1051,61.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P22692,IBP4,258,63.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P17936,IBP3,291,62.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P10909,CLUS,449,99.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P07225,PROS,676,115.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P05121,PAI1,402,117.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P02675,FIBB,491,97.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P02671,FIBA,866,107.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P01137,TGFB1,390,113.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P00749,UROK,431,103.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O60613,15-Sep,165,62.25,khorsand-ncbi-gordon,khorsand
P0DTC8,O14657,TOR1B,336,119.25,khorsand-ncbi-gordon,khorsand
P0DTC8,P37173,TGFR2,567,113.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q96SB4,SRPK1,655,92.25,khorsand-ncbi-gordon,khorsand
P0DTC9,P78362,SRPK2,688,105.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q9Y3U8,RL36,105,85.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q9NW13,RBM28,759,98.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q9NR30,DDX21,783,58.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q9UN86,G3BP2,482,65.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q9HCE1,MOV10,1003,91.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q92900,RENT1,1129,85.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q8TAD8,SNIP1,396,103.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q8NCA5,FA98A,518,120.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q6PKG0,LARP1,1096,120.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q13310,PABP4,644,106.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,Q13283,G3BP1,466,87.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,P67870,CSK2B,215,77.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,P19784,CSK22,350,59.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,P11940,PABP1,636,61.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,O43818,U3IP2,475,99.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC9,P09622,DLDH,509,74.25,khorsand-ncbi-gordon,khorsand
P0DTC9,P08621,RU17,437,116.25,khorsand-ncbi-gordon,khorsand
P0DTC9,P38159,RBMX,391,115.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q13151,ROA0,305,108.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q9UM54,MYO6,1294,73.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q9Y264,ANGP4,503,91.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q8WW12,PCNP,178,112.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q6NZI2,CAVN1,390,120.25,khorsand-ncbi-gordon,khorsand
P0DTC9,Q04837,SSBP,148,108.25,khorsand-ncbi-gordon,khorsand
P0DTC9,P38646,GRP75,679,60.25,khorsand-ncbi-gordon,khorsand
P0DTC9,P0DMV8,HS71A,641,106.25,khorsand-ncbi-gordon,khorsand
P0DTC9,O95810,CAVN2,425,110.25,khorsand-ncbi-gordon,khorsand
P0DTC9,P61289,PSME3,254,108.25,khorsand-ncbi-gordon,khorsand
P0DTD1,Q92769,HDAC2,488,115.25,khorsand-ncbi,khorsand
P0DTD1,O15226,NKRF,690,78.25,khorsand-ncbi,khorsand
P0DTD1,Q53GL7,PAR10,1025,115.25,khorsand-ncbi,khorsand
P0DTD1,O76064,RNF8,485,91.25,khorsand-ncbi,khorsand
P0DTD1,J3QS39,J3QS39,93,105.25,khorsand-ncbi,khorsand
P0DTD1,P05161,ISG15,165,101.25,khorsand-ncbi,khorsand
P0DTD1,Q9BYX4,IFIH1,1025,83.25,khorsand-ncbi,khorsand
P0DTD1,Q14181,DPOA2,598,63.25,khorsand-ncbi,khorsand
P0DTD1,P49643,PRI2,509,77.25,khorsand-ncbi,khorsand
P0DTD1,P49642,PRI1,420,54.25,khorsand-ncbi,khorsand
P0DTD1,P09884,DPOLA,1462,69.25,khorsand-ncbi,khorsand
P0DTD1,Q99959,PKP2,881,79.25,khorsand-ncbi,khorsand
P0DTD1,Q8NBJ5,GT251,622,98.25,khorsand-ncbi,khorsand
P0DTD1,Q9HAV7,GRPE1,217,62.25,khorsand-ncbi,khorsand
P0DTD1,Q96CW1,AP2M1,435,72.25,khorsand-ncbi,khorsand
P0DTD1,Q969X5,ERGI1,290,97.25,khorsand-ncbi,khorsand
P0DTD1,P55789,ALR,205,68.25,khorsand-ncbi,khorsand
P0DTD1,O94973,AP2A2,939,118.25,khorsand-ncbi,khorsand
P0DTD1,Q9HAU0,PKHA5,1116,67.25,khorsand-ncbi,khorsand
P0DTD1,Q9H2H8,PPIL3,161,85.25,khorsand-ncbi,khorsand
P0DTD1,Q99081,HTF4,682,86.25,khorsand-ncbi,khorsand
P0DTD1,Q96IZ5,RBM41,413,87.25,khorsand-ncbi,khorsand
P0DTD1,Q92615,LAR4B,738,118.25,khorsand-ncbi,khorsand
P0DTD1,Q8IWR0,Z3H7A,971,103.25,khorsand-ncbi,khorsand
P0DTD1,Q70EL1,UBP54,1684,55.25,khorsand-ncbi,khorsand
P0DTD1,Q6UUV7,CRTC3,619,76.25,khorsand-ncbi,khorsand
P0DTD1,Q5VUA4,ZN318,2279,113.25,khorsand-ncbi,khorsand
P0DTD1,Q5T6F2,UBAP2,1119,112.25,khorsand-ncbi,khorsand
P0DTD1,Q5JSZ5,PRC2B,2229,54.25,khorsand-ncbi,khorsand
P0DTD1,Q5EBL8,PDZ11,140,83.25,khorsand-ncbi,khorsand
P0DTD1,Q2T9J0,TYSD1,566,71.25,khorsand-ncbi,khorsand
P0DTD1,Q14157,UBP2L,1087,93.25,khorsand-ncbi,khorsand
P0DTD1,Q13546,RIPK1,671,90.25,khorsand-ncbi,khorsand
P0DTD1,O95391,SLU7,586,83.25,khorsand-ncbi,khorsand
P0DTD1,O75592,MYCB2,4678,63.25,khorsand-ncbi,khorsand
P0DTD1,O43823,AKAP8,692,72.25,khorsand-ncbi,khorsand
P0DTD1,O14874,BCKD,412,101.25,khorsand-ncbi,khorsand
P0DTD1,A3KN83,SBNO1,1393,114.25,khorsand-ncbi,khorsand
P0DTD1,P17612,KAPCA,351,54.25,khorsand-ncbi,khorsand
